title,NER,Protein,Protein Group
"Poached Wild Striped Bass, Cauliflower Puree Caldin, Curry","[""garlic"", ""unsweetened coconut flakes"", ""ground cumin"", ""ground turmeric"", ""freshly ground black pepper"", ""canola oil"", ""white onions"", ""fish stock"", ""green chile"", ""bass fillets"", ""salt"", ""coconut milk"", ""Cauliflower"", ""canola oil"", ""cumin seeds"", ""shallot"", ""ginger"", ""garlic"", ""tomatoes"", ""cauliflower"", ""ground turmeric"", ""red chile"", ""vegetable stock""]",Fish,Seafood
"Seafood Curry With Coconut, Citrus and Cucumber","[""ground coriander"", ""ground cumin"", ""ground pepper"", ""peanut oil"", ""yellow onion"", ""fresh ginger"", ""garlic"", ""lime zest"", ""jalapenos"", ""coconut milk"", ""fish stock"", ""fresh cilantro"", ""lime juice"", ""brown sugar"", ""salt"", ""cucumbers"", ""white fish fillet"", ""shrimp"", ""scallops"", ""mint"", ""fresh cilantro""]",Fish,Seafood
Spicy Sardine fish curry,"[""tomatoes"", ""onion"", ""green chilli"", ""spring onions"", ""shallots"", ""parsley"", ""water"", ""curry masala"", ""garam masala"", ""turmeric"", ""ground cumin"", ""chilli powder"", ""cayenne pepper""]",Fish,Seafood
Green Curry Shrimp Lettuce Bowl,"[""cilantro"", ""unsweetened coconut milk"", ""lime juice"", ""onion"", ""serrano chiles"", ""garlic"", ""fresh lemongrass"", ""fish sauce"", ""fresh ginger"", ""ground coriander"", ""ground cumin"", ""white peppercorns"", ""salt"", ""unsalted butter"", ""cashews"", ""shrimp"", ""yellow bell pepper"", ""green cabbage"", ""Cilantro""]",Fish,Seafood
Vietnamese Chicken & Asparagus Curry,"[""oil"", ""onion"", ""garlic"", ""ginger"", ""ground turmeric"", ""chicken stock"", ""coconut cream"", ""Coriander Dressing"", ""fish sauce"", ""cornflour"", ""lengths"", ""fresh Thai basil leaves"", ""rice""]",Fish,Seafood
Lamb Shank Braised with Green Curry and Vegetables,"[""lemongrass stalks"", ""cumin seeds"", ""cilantro stems"", ""fresh galangal"", ""garlic"", ""fresh green finger chiles"", ""fresh green Thai chiles"", ""belacan"", ""shallots"", ""lime"", ""fish sauce"", ""sugar"", ""lamb shanks"", ""extra virgin olive oil"", ""Salt"", ""stalk"", ""fresh galangal"", ""fresh green Thai chiles"", ""lime"", ""fresh cilantro"", ""onion"", ""chicken stock"", ""coconut milk"", ""baby carrots"", ""baby turnips"", ""scallions"", ""fresh peas"", ""fresh fava beans"", ""eggplants"", ""unsalted butter""]",Fish,Seafood
Colin's Curry,"[""onions"", ""ginger root"", ""green chili peppers"", ""garlic"", ""aniseed"", ""caraway seeds"", ""fenugreek seeds"", ""coriander seeds"", ""cumin seeds"", ""cinnamon bark"", ""turmeric"", ""chili powder"", ""tomatoes"", ""salt"", ""corn oil"", ""corn oil"", ""cloves"", ""cinnamon bark"", ""basmati rice"", ""turmeric"", ""water boiling"", ""bay leaves""]",Fish,Seafood
Thai Chicken Red Curry,"[""chicken"", ""red chilli"", ""coconut milk"", ""chicken stock"", ""lime"", ""red pepper"", ""bamboo shoots"", ""sweet basils"", ""fishsauce"", ""sugar"", ""sugar"", ""salt"", ""oil"", ""clove garlic"", ""fingroots""]",Fish,Seafood
Creamy Curry Halibut,"[""fillet"", ""lemon juice"", ""salt"", ""onion"", ""garlic"", ""curry powder"", ""milk""]",Fish,Seafood
Chickpea Curry,"[""sesame oil"", ""caraway seeds"", ""clove garlic"", ""onions"", ""ginger"", ""oil"", ""ground cinnamon"", ""turmeric"", ""curry"", ""pepper"", ""ground coriander"", ""tomatoes"", ""salt"", ""sugar"", ""chickpeas"", ""boiling water""]",Fish,Seafood
Red Curry Chicken With Basil,"[""vegetable oil"", ""red curry"", ""coconut milk"", ""chicken breasts"", ""sugar"", ""fish sauce"", ""red bell pepper"", ""basil""]",Fish,Seafood
Red Shrimp and Mango Curry,"[""scallion"", ""garlic"", ""red Thai curry"", ""coconut milk"", ""chicken stock"", ""fish sauce"", ""butternut squash"", ""mango"", ""lime juice"", ""fresh cilantro""]",Fish,Seafood
Thai Curry,"[""oil"", ""onion"", ""garlic"", ""fresh ginger"", ""palm sugar"", ""fish sauce"", ""tomatoes"", ""coconut milk"", ""red curry"", ""lime"", ""chicken thighs"", ""gold potato""]",Fish,Seafood
Chicken and Peanut Thai Curry,"[""oil"", ""onion"", ""curry"", ""chicken breasts"", ""coconut milk"", ""fish sauce"", ""lime juice"", ""brown sugar"", ""peanuts"", ""basil"", ""pineapple""]",Fish,Seafood
Traditional Chicken Curry,"[""chicken"", ""red onions"", ""tomatoes"", ""ginger"", ""garlic"", ""salt"", ""turmeric"", ""garam masala"", ""vegetable"", ""yogurt"", ""red chile powder"", ""methi"", ""cinnamon"", ""green cardamom"", ""cloves"", ""green Thai"", ""boiling water"", ""fresh cilantro""]",Fish,Seafood
Chicken Almond Curry with Apricots,"[""whole almonds"", ""Boiling water"", ""vegetable oil"", ""skinless"", ""Salt"", ""ginger"", ""garlic"", ""onion"", ""curry powder"", ""cayenne pepper"", ""chicken"", ""yogurt"", ""scallions""]",Fish,Seafood
Real India- Very Vegan Fragrant Curry,"[""garam masala"", ""cumin"", ""cinnamon"", ""turmeric"", ""spring onions"", ""okra"", ""courgette"", ""broccoli"", ""aubergine"", ""chickpeas"", ""fresh coriander"", ""sunflower oil"", ""coconut milk"", ""tomatoes"", ""soy yogurt"", ""sprinkling chili powder""]",Fish,Seafood
Bouillabaise with Green Curry Recipe irene wong,"[""fish"", ""neck clams"", ""mussels"", ""scallops"", ""garlic"", ""ginger"", ""oil"", ""green curry"", ""fish sauce"", ""shallot"", ""coconut milk"", ""turmeric"", ""paprika"", ""vegetable stock"", ""lime""]",Fish,Seafood
Spicy Thai Chicken Curry,"[""peanut oil"", ""chicken breasts"", ""eggplant"", ""red curry"", ""coconut milk"", ""snow peas"", ""corn"", ""bamboo shoots"", ""fish sauce"", ""lime"", ""cilantro"", ""peanuts"", ""scallions""]",Fish,Seafood
Coconut Curry Thai Chicken,"[""light coconut milk"", ""curry"", ""curry powder"", ""fresh ginger"", ""garlic"", ""cayenne pepper"", ""Kosher salt"", ""linguine"", ""Olive oil cooking spray"", ""Vidalia"", ""chicken"", ""Kosher salt"", ""curry powder"", ""peanut butter"", ""red peppers"", ""water"", ""scallions"", ""mint"", ""Lime wedges""]",Fish,Seafood
Duck in Coconut Curry,"[""soy sauce"", ""vegetable oil"", ""Kosher salt"", ""coconut milk"", ""Panaeng Chile Paste"", ""coconut milk"", ""tamarind"", ""fish sauce"", ""palm sugar"", ""lime juice"", ""fresh red Thai chile"", ""lime leaf"", ""basil"", ""jasmine rice""]",Fish,Seafood
Salmon in Dried Red Curry (Salmon Choo Chee),"[""fish"", ""red curry"", ""coconut milk"", ""fish sauce"", ""palm sugar"", ""lime leaves""]",Fish,Seafood
Green Chicken Curry,"[""sesame oil"", ""green curry"", ""coconut milk"", ""brown sugar"", ""fish sauce"", ""snow peas""]",Fish,Seafood
Thai Yellow Pumpkin and Seafood Curry,"[""coconut milk"", ""yellow"", ""fish stock"", ""fish sauce"", ""sugar"", ""stalks"", ""lime"", ""turmeric"", ""pumpkin"", ""salmon fillet"", ""shrimp"", ""choy"", ""lime"", ""cilantro""]",Fish,Seafood
Cauliflower and Asian Long Beans in Green Curry and Kaffir Lime Leaves,"[""vegetable oil"", ""onion"", ""ginger"", ""garlic"", ""green curry"", ""lemon grass"", ""coconut milk"", ""lime"", ""fish sauce"", ""sugar"", ""cauliflower"", ""eggplants"", ""long beans"", ""green chili"", ""cilantro""]",Fish,Seafood
Laurie's Potato Curry,"[""onions"", ""thai curry"", ""potatoes"", ""fish sauce"", ""coconut milk"", ""chicken"", ""brown sugar""]",Fish,Seafood
Vegetable Curry,"[""chilies"", ""zucchini"", ""eggplant"", ""Italian peppers"", ""snow peas"", ""lemon grass"", ""shallots"", ""garlic"", ""ginger"", ""lime leaves"", ""turmeric"", ""water"", ""coconut milk"", ""sugar"", ""fish sauce"", ""canola oil""]",Fish,Seafood
Beef Curry Stew Recipe,"[""yellow onion"", ""carrots"", ""beef"", ""boiling water"", ""Salt"", ""oil"", ""flour"", ""curry pwdr"", ""mango"", ""tomato puree""]",Fish,Seafood
Fish Curry,"[""White fish"", ""White Onion"", ""Garlic"", ""olive oil"", ""chicken broth"", ""cayenne pepper"", ""turmeric"", ""garam masala"", ""curry powder"", ""cumin"", ""coconut milk"", ""salt"", ""lemon juice"", ""tamarind"", ""cilantro""]",Fish,Seafood
Thai Green Curry Chicken Thighs Recipe,"[""lime"", ""fish sauce"", ""brown sugar"", ""green curry"", ""garlic"", ""yellow onion"", ""chicken broth"", ""cilantro"", ""Kosher salt"", ""skinless"", ""green beans"", ""red bell pepper"", ""green onions"", ""coconut milk"", ""rice""]",Fish,Seafood
Panaeng Nua - Panaeng Thai Beef Curry,"[""coconut milk"", ""stewing beef"", ""garlic"", ""ground coriander"", ""ground black pepper"", ""salt"", ""stalk"", ""fish sauce"", ""lemon zest"", ""chunky peanut butter"", ""sugar"", ""red pepper"", ""green onion"", ""basil""]",Fish,Seafood
Gordon Ramsay's Thai red curry with duck and lychees recipe,"[""duck breasts"", ""salt"", ""honey"", ""soy sauce"", ""oil"", ""coconut milk"", ""fish sauce"", ""sugar"", ""bamboo shoots"", ""red pepper"", ""fresh lychees"", ""cumin seeds"", ""coriander seeds"", ""black"", ""red chillies"", ""red long finger chilli"", ""galangal"", ""kaffir limes leaves"", ""garlic"", ""shallots"", ""coriander stalks"", ""lemongrass stalks"", ""shrimp"", ""salt"", ""handful of coriander leaves"", ""spring onions""]",Fish,Seafood
Roast Salmon with Thai Red Curry and Bok Choy,"[""baby bok choy"", ""vegetable oil"", ""red curry"", ""coconut milk"", ""fresh lemongrass"", ""brown sugar"", ""lime juice"", ""fish sauce"", ""salmon"", ""fish sauce"", ""markets""]",Fish,Seafood
Curry Chicken Roti,"[""Garlic"", ""Onion"", ""thyme"", ""pepper"", ""water"", ""chicken"", ""chicken"", ""masala"", ""Garam masala"", ""Curry"", ""Ground geera"", ""boiling water"", ""Oil"", ""salt"", ""Boiling water"", ""paste"", ""potatoes""]",Fish,Seafood
Curried Mince With Potatoes - Keema Curry,"[""onions"", ""stock"", ""ginger"", ""garlic"", ""ground cinnamon"", ""ground coriander"", ""ground cloves"", ""cayenne pepper"", ""ground allspice"", ""green cardamom pods"", ""bay leaf"", ""green chili"", ""boiling potatoes"", ""tomato paste"", ""salt"", ""beef"", ""tomatoes"", ""garam masala""]",Fish,Seafood
Chicken Curry,"[""oil"", ""garlic"", ""ginger paste"", ""curry powder"", ""chicken breasts"", ""onion"", ""mushrooms"", ""chicken broth"", ""matchstick carrot"", ""sweet potato"", ""coconut milk"", ""fish sauce"", ""ketchup"", ""salt"", ""cayenne""]",Fish,Seafood
Red Curry Chicken,"[""Canola oil spray"", ""basmati rice"", ""chicken breasts"", ""coconut milk"", ""red curry"", ""fish sauce"", ""light brown sugar"", ""lime"", ""basil"", ""carrots"", ""chickpeas"", ""fresh spinach""]",Fish,Seafood
Thai Chicken Curry,"[""coconut milk"", ""curry"", ""red bell pepper"", ""onion"", ""chicken tenders"", ""brown sugar"", ""fish sauce"", ""tomatoes"", ""fresh basil"", ""lime juice""]",Fish,Seafood
Halibut Green Curry,"[""cilantro"", ""mint"", ""coconut milk"", ""grapeseed oil"", ""light brown sugar"", ""lime"", ""clove garlic"", ""fresh ginger"", ""serrano pepper"", ""Kosher salt"", ""kale"", ""fillets halibut""]",Fish,Seafood
Thai chicken red curry with bamboo shoot.,"[""chicken"", ""coconut milk"", ""red curry"", ""oil"", ""sugar"", ""fish sauce"", ""chicken"", ""sweet basil"", ""chillie"", ""thai""]",Fish,Seafood
Fresh Halibut Steamed in Swiss Chard with Thai Curry Cream,"[""Salt"", ""lime zest"", ""chard"", ""oyster mushrooms"", ""scallions"", ""olive oil"", ""white wine"", ""rich fish"", ""Curry Cream"", ""Cilantro""]",Fish,Seafood
Thai Chicken Curry,"[""basil"", ""fish sauce"", ""eggplant"", ""potatoes"", ""frozen green beans"", ""pineapple"", ""red curry"", ""ginger powder"", ""brown sugar"", ""coconut milk"", ""chicken broth"", ""chicken""]",Fish,Seafood
Pan-Seared Sturgeon with Thai Red Curry,"[""vegetable oil"", ""yellow onion"", ""fresh ginger"", ""garlic"", ""red curry"", ""chicken"", ""fresh lemongrass"", ""lime leaf"", ""coconut milk"", ""fish sauce"", ""sugar"", ""Kosher salt"", ""Freshly ground white pepper"", ""tomato"", ""basil""]",Fish,Seafood
Chicken Lemon Grass Curry,"[""stalks lemongrass"", ""oil"", ""onion"", ""garlic"", ""chicken"", ""black pepper"", ""fish sauce"", ""sugar"", ""curry"", ""chile"", ""chicken broth"", ""coconut milk"", ""peanuts"", ""cilantro""]",Fish,Seafood
Curry and Cinnamon Flavored Sauteed Parsnip,"[""peeling the"", ""Water"", ""Vegetable oil"", ""clove Garlic"", ""Curry"", ""Cayenne pepper"", ""Salt"", ""Cinnamon""]",Fish,Seafood
Vietnamese Yellow Chicken Curry Recipe,"[""canola oil"", ""yellow onion"", ""garlic"", ""Kosher salt"", ""stalks lemongrass"", ""fresh ginger"", ""curry powder"", ""brown sugar"", ""coconut milk"", ""chicken broth"", ""fish sauce"", ""chicken"", ""carrots"", ""russet potatoes"", ""rice"", ""fresh basil""]",Fish,Seafood
One Pan Dish Fish Curry,"[""onion"", ""potatoes"", ""pumpkin"", ""ground cumin"", ""ground coriander"", ""garlic"", ""ground ginger"", ""red pepper"", ""salt"", ""tomatoes"", ""chicken"", ""garam masala"", ""almonds""]",Fish,Seafood
Mussamun Beef Curry,"[""vegetable oil"", ""beef"", ""curry"", ""yellow onions"", ""potatoes"", ""coconut milk"", ""water"", ""brown sugar"", ""fish sauce"", ""peanuts""]",Fish,Seafood
Thai Style Green Curry Shrimp,"[""peanut oil"", ""onion"", ""green onion"", ""green curry"", ""coconut milk"", ""chicken broth"", ""fish sauce"", ""sugar"", ""tomato"", ""julienne"", ""sweet bell pepper"", ""shrimp"", ""fresh basil""]",Fish,Seafood
Thai Curry Cream,"[""green onion"", ""garlic"", ""mushrooms"", ""fresh ginger"", ""olive oil"", ""curry"", ""shellfish stock"", ""white wine"", ""coconut milk"", ""heavy cream"", ""lime zest"", ""lime juice"", ""Salt""]",Fish,Seafood
Assam(Tamarind) Curry fish & squid,"[""chili"", ""curry leaf"", ""Chili"", ""Curry"", ""turmeric"", ""Onion"", ""cooking Oil"", ""Water"", ""lemon grass"", ""Eggplant"", ""finger"", ""Salt"", ""tomato"", ""sting-ray fish""]",Fish,Seafood
Beth Behling's Curry Chicken & Dumplings Recipe,"[""lentils"", ""onion"", ""garlic"", ""Salt"", ""Pepper"", ""curry"", ""chicken""]",Fish,Seafood
Thai Red Curry Shrimp with Jasmine Rice,"[""jasmine rice"", ""water"", ""salt"", ""shrimp"", ""Vegetable oil"", ""garlic"", ""red curry"", ""unsweetened coconut milk"", ""lime"", ""fish sauce"", ""brown sugar"", ""lime"", ""shiitake mushrooms"", ""bean sprouts"", ""fresh pineapple"", ""Cilantro""]",Fish,Seafood
Thai Chicken Mussuman Curry,"[""curry"", ""onion"", ""chicken"", ""coconut milk"", ""potato"", ""carrot"", ""fish sauce"", ""lemon"", ""peanuts"", ""lime""]",Fish,Seafood
"Sri Lankan Snapper, Prawn & Roast Coconut Curry","[""prawns"", ""red snapper"", ""coconut"", ""black mustard seeds"", ""butternut pumpkin"", ""water"", ""coconut cream"", ""salt"", ""tomatoes"", ""mixed spice"", ""oil"", ""green chilies"", ""cinnamon"", ""fenugreek seeds"", ""brown mustard seeds"", ""curry"", ""brown onion"", ""garlic"", ""mixed spice"", ""turmeric"", ""sweet paprika"", ""salt"", ""chili powder"", ""ground coriander"", ""cumin""]",Fish,Seafood
Roasted Duck Curry,"[""duck breast"", ""red chili paste"", ""sugar"", ""sweet basils"", ""lime"", ""red pepper"", ""mushroom"", ""fresh"", ""pineapple"", ""fishsauce"", ""sugar"", ""oil"", ""eggplants"", ""pepper"", ""coconut milk""]",Fish,Seafood
Halibut With Cumin-Pepper Curry,"[""fresh ginger"", ""water"", ""ground coriander"", ""ground cumin"", ""ground turmeric"", ""red pepper"", ""garlic"", ""ground black pepper"", ""canola oil"", ""onion"", ""chicken broth"", ""light coconut milk"", ""lemon juice"", ""salt"", ""fresh parsley""]",Fish,Seafood
Surmayi Fish Curry,"[""Onions"", ""Tomatoes"", ""Fresh Coconut"", ""Garlic"", ""Cumin"", ""Fenugreek Seeds"", ""Oil"", ""Tamarind Paste"", ""Red Chilli Powder"", ""Turmeric"", ""Fenugreek Powder"", ""Black Pepper"", ""Garam Masala"", ""Coriander""]",Fish,Seafood
Sri Lanka Malu Hodhi (Fish Curry),"[""fish"", ""salt"", ""turmeric"", ""onions"", ""tomatoes"", ""garlic"", ""cardamom seeds"", ""vegetable oil"", ""curry"", ""cinnamon"", ""chili powder"", ""paprika"", ""coriander"", ""fennel bulb"", ""coconut milk"", ""limes juice of""]",Fish,Seafood
red curry chickens with pickled bamboo,"[""chicken"", ""wash"", ""coconut milk"", ""red curry"", ""thin"", ""eggplant"", ""chillies"", ""sweet basil"", ""sugar"", ""fish sauce"", ""chicken"", ""oil""]",Fish,Seafood
Luigi's Sweet Curry Shrimp With Linguine,"[""shrimp"", ""crabmeat"", ""olive oil"", ""white wine"", ""yellow onion"", ""garlic"", ""tomatoes"", ""tomato paste"", ""button mushroom"", ""rosemary"", ""fresh basil"", ""sweet curry"", ""sour cream"", ""salt"", ""pepper"", ""lemons"", ""linguine""]",Fish,Seafood
Thai Green Curry Shrimp,"[""vegetable oil"", ""eggplant"", ""white onions"", ""green bell peppers"", ""garlic"", ""green curry"", ""lime"", ""fish sauce"", ""unsweetened coconut milk"", ""shrimp stock"", ""shrimp"", ""basil"", ""salt"", ""white rice"", ""lime wedges""]",Fish,Seafood
Hot Curry Beef Noodle Bowl,"[""flank steaks"", ""canola oil"", ""cornstarch"", ""salt"", ""whole wheat spaghetti"", ""mixed mushrooms"", ""red bell pepper"", ""hot chili pepper"", ""garlic"", ""scallions"", ""curry paste"", ""fish sauce"", ""chicken stock"", ""basil"", ""lime"", ""fresh ground black pepper""]",Fish,Seafood
Bengali Fish Curry Recipe,"[""white fish cutlets"", ""salt"", ""turmeric"", ""water"", ""green chilies"", ""cumin seeds"", ""fennel seeds"", ""black mustard seeds"", ""fenugreek seeds"", ""nigella seeds""]",Fish,Seafood
Bangladeshi Fish Curry,"[""Salt"", ""flounder"", ""garlic"", ""ginger"", ""ground turmeric"", ""cayenne pepper"", ""nice red paprika"", ""olive"", ""shallots"", ""torn kaffir lime""]",Fish,Seafood
Vegetarian Green Coconut Curry with Quinoa,"[""quinoa"", ""water"", ""vegetable oil"", ""eggplants"", ""shiitake mushrooms"", ""coconut milk"", ""water"", ""green curry"", ""soy sauce"", ""lime"", ""fish sauce"", ""ginger"", ""garlic"", ""onion"", ""red bell peppers"", ""carrots"", ""choy"", ""basil""]",Fish,Seafood
Thai Green Chicken Curry,"[""onion"", ""outer"", ""garlic"", ""gingerroot"", ""green chilies"", ""lime"", ""peanut oil"", ""fish sauce"", ""fresh cilantro"", ""fresh basil"", ""chicken breast"", ""green beans"", ""light coconut milk""]",Fish,Seafood
Thai Shrimp and Green Bean Curry,"[""green beans"", ""water"", ""vegetable oil"", ""carrots"", ""clove garlic"", ""red Thai curry paste"", ""water"", ""fish sauce"", ""brown sugar"", ""shrimp"", ""fish sauce"", ""basil"", ""frozen white rice""]",Fish,Seafood
Fish Curry,"[""water"", ""red chili powder"", ""oil"", ""green chilies"", ""onion"", ""coconut milk"", ""tamarind pulp"", ""curry"", ""dill"", ""lemon"", ""salt""]",Fish,Seafood
"Thai Red Curry with Chicken, Red Peppers and Bamboo Shoots","[""vegetable oil"", ""red onion"", ""store-bought red curry paste"", ""coconut milk"", ""chicken breasts"", ""red bell pepper"", ""bamboo shoots"", ""fish sauce"", ""freshly squeezed lime juice"", ""Lime wedges""]",Fish,Seafood
Easy Green Chicken Curry,"[""chicken breasts"", ""coconut milk"", ""potato"", ""cubed Japanese eggplants"", ""zucchini"", ""green curry"", ""fresh basil"", ""fish sauce""]",Fish,Seafood
Mussaman Curry Lamb with Orange and Jasmine Rice,"[""curry paste"", ""red chiles"", ""black peppercorns"", ""coriander seeds"", ""cumin seeds"", ""pods"", ""cloves"", ""cinnamon"", ""stalks lemongrass"", ""galangal"", ""garlic"", ""shallots"", ""shrimp paste"", ""stock"", ""broth"", ""Ingredients"", ""lamb shoulder chops"", ""eggplant"", ""choy"", ""carrots"", ""Curry"", ""basil"", ""cashews"", ""clear beef broth"", ""orange juice"", ""fish sauce""]",Fish,Seafood
